Id,Name,Description,Category,Density,ECI_A1A3
2500,"Glass - Single glass pane - no frame : 5 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,1.436967064
2501,"Glass - Single glass pane - no frame : 6 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,1.436967064
2502,"Glass - Single glass pane - no frame : 7 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,1.436967064
2503,"Glass - Single glass pane - no frame : 8 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,1.436967064
2504,"Glass - Single glass pane - no frame : 10 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,1.436967064
2505,"Glass - Single glass pane - no frame : 12 mm of glass, ex frame","Single panel of glass. Embodied carbon of the glass is the average of data collected, from 109 datapoints",Glass,2500,1.436967064
2506,"Glass - Double glazing - no frame : per mm glass, 1 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,1.625600014
2507,"Glass - Double glazing - no frame : 8 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,1.625600014
2508,"Glass - Double glazing - no frame : 10 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,1.625600014
2509,"Glass - Double glazing - no frame : 12 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,1.625600014
2510,"Glass - Double glazing - no frame : 14 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,1.625600014
2511,"Glass - Double glazing - no frame : 16 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,1.625600014
2512,"Glass - Double glazing - no frame : 20 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 10 datapoints",Glass,2500,1.625600014
2513,"Glass - Triple glazing - no frame : per mm glass, 1 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,1.746990969
2514,"Glass - Triple glazing - no frame : 12 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,1.746990969
2515,"Glass - Triple glazing - no frame : 15 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,1.746990969
2516,"Glass - Triple glazing - no frame : 18 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,1.746990969
2517,"Glass - Triple glazing - no frame : 20 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,1.746990969
2518,"Glass - Triple glazing - no frame : 24 mm of glass, ex cavity and ex frame","Total thickness of glass excludes any spacer thickness. Air or argon filled.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,1.746990969
2519,"Glass - Multi layer safety glass, filled core - fire resistant - no frame : per mm glass, 1 mm of glass, ex frame","Monolithic glass, core filled with fire resistant material, e.g. gel.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,2.081791236
2520,"Glass - Multi layer safety glass, filled core - fire resistant - no frame : 10 mm of glass, ex frame","Monolithic glass, core filled with fire resistant material, e.g. gel.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,2.081791236
2521,"Glass - Multi layer safety glass, filled core - fire resistant - no frame : 12 mm of glass, ex frame","Monolithic glass, core filled with fire resistant material, e.g. gel.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,2.081791236
2522,"Glass - Multi layer safety glass, filled core - fire resistant - no frame : 14 mm of glass, ex frame","Monolithic glass, core filled with fire resistant material, e.g. gel.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,2.081791236
2523,"Glass - Multi layer safety glass, filled core - fire resistant - no frame : 16 mm of glass, ex frame","Monolithic glass, core filled with fire resistant material, e.g. gel.. Embodied carbon of the glass is the average of data collected, from 6 datapoints",Glass,2500,2.081791236
2524,"Glass - Multi layer safety glass, not a filled core - no frame : per mm glass, 1 mm of glass, ex frame","Monolithic glass. Embodied carbon of the glass is the average of data collected, from 8 datapoints",Glass,2500,1.555515504
2525,"Glass - Multi layer safety glass, not a filled core - no frame : 8 mm of glass, ex frame","Monolithic glass. Embodied carbon of the glass is the average of data collected, from 8 datapoints",Glass,2500,1.555515504
2526,"Glass - Multi layer safety glass, not a filled core - no frame : 10 mm of glass, ex frame","Monolithic glass. Embodied carbon of the glass is the average of data collected, from 8 datapoints",Glass,2500,1.555515504
2527,"Glass - Multi layer safety glass, not a filled core - no frame : 12 mm of glass, ex frame","Monolithic glass. Embodied carbon of the glass is the average of data collected, from 8 datapoints",Glass,2500,1.555515504
2528,"Glass - Multi layer safety glass, not a filled core - no frame : 16 mm of glass, ex frame","Monolithic glass. Embodied carbon of the glass is the average of data collected, from 8 datapoints",Glass,2500,1.555515504
2529,"Glass - Toughened glass - no frame :  per mm glass, 1 mm of glass, ex frame","Toughened. Embodied carbon of the glass is the average of data collected, from 43 datapoints",Glass,2500,1.667229702
2530,"Glass - Toughened glass - no frame :  2 mm of glass, ex frame","Toughened. Embodied carbon of the glass is the average of data collected, from 43 datapoints",Glass,2500,1.667229702
2531,"Glass - Toughened glass - no frame :  3 mm of glass, ex frame","Toughened. Embodied carbon of the glass is the average of data collected, from 43 datapoints",Glass,2500,1.667229702
2532,"Glass - Toughened glass - no frame :  4 mm of glass, ex frame","Toughened. Embodied carbon of the glass is the average of data collected, from 43 datapoints",Glass,2500,1.667229702
2533,"Glass - Toughened glass - no frame :  5 mm of glass, ex frame","Toughened. Embodied carbon of the glass is the average of data collected, from 43 datapoints",Glass,2500,1.667229702
2534,"Glass - Toughened glass - no frame :  6 mm of glass, ex frame","Toughened. Embodied carbon of the glass is the average of data collected, from 43 datapoints",Glass,2500,1.667229702
2535,"Glass - Toughened glass - no frame :  8 mm of glass, ex frame","Toughened. Embodied carbon of the glass is the average of data collected, from 43 datapoints",Glass,2500,1.667229702
2536,"Glass - Toughened glass - no frame :  10 mm of glass, ex frame","Toughened. Embodied carbon of the glass is the average of data collected, from 43 datapoints",Glass,2500,1.667229702
2537,"Glass - Toughened glass - no frame :  12 mm of glass, ex frame","Toughened. Embodied carbon of the glass is the average of data collected, from 43 datapoints",Glass,2500,1.667229702
2538,"Glass - Toughened glass - no frame :  15 mm of glass, ex frame","Toughened. Embodied carbon of the glass is the average of data collected, from 43 datapoints",Glass,2500,1.634538924
2539,"Glass - Skylight or roof light - with frame : Roof or skylight, inc frame","Includes frame and glazing unit.. Embodied carbon of the glass is the average of data collected, from 5 datapoints",Glass,2500,3.573333333
2540,Insulation : General Insulation,(CO₂e ONLY) Estimated from typical market shares. Feedstock Energy 16.5 MJ/kg  (Included),Other,500,1.86
2541,Insulation : Cellular Glass,Ref. 54. ,Other,0,0
2542,Insulation : Cellulose ,0,Other,0,0
2543,Insulation : Cork,(CO₂e ONLY) ,Other,500,0.19
2544,Insulation : Fibreglass (Glasswool),(CO₂e ONLY)  Poor data difficult to select appropriate value,Other,500,1.35
2545,Insulation : Flax (Insulation),(CO₂e ONLY)  MJ/kg Feedstock Energy  (Included),Other,500,1.7
2546,Insulation : Mineral wool,0,Other,500,1.28
2547,Insulation : Paper wool,(CO₂e ONLY) ,Other,500,0.63
2548,Insulation : Polystyrene,see plastics,Other,32,3.43
2549,Insulation : Polyurethane,see plastics,Other,0,4.26
2550,Insulation : Rockwool,Cradle to Grave,Other,500,1.12
2551,Insulation : Woodwool (loose),Ref. 205.,Other,0,0
2552,Insulation : Woodwool (Board),(CO₂e ONLY) ,Other,500,0.98
2553,Insulation : Wool (Recycled) ,"Refs. 63, 201, 202 & 281.",Other,0,0
2554,Iron : General,It was difficult to estimate the embodied energy and carbon of iron with the data available.,Metal - Other,7870,2.03224
2555,Lead : General,"Allocated (divided) on a mass basis, assumes recycling rate of 61%",Metal - Other,11340,1.6681
2556,Lead : Virgin,0,Metal - Other,11340,3.37
2557,Lead : Recycled,Scrap batteries are a main feedstock for recycled lead,Metal - Other,11340,0.58
2558,Lime : General,Embodied carbon was difficult to estimate,Stone,1000,0.78
2559,Linoleum : General,"(CO₂e ONLY) Data difficult to select, large data range.",Other,1200,1.21
2560,Miscellaneous : Asbestos,"No GWP data, embodied energy only",Other,360,0
2561,Miscellaneous : Calcium Silicate Sheet,(CO₂e ONLY) ,Other,1800,0.13
2562,Miscellaneous : Chromium,(CO₂e ONLY) ,Other,7140,5.39
2563,"Miscellaneous : Cotton, Padding",(CO₂e ONLY) ,Other,1560,1.28
2564,"Miscellaneous : Cotton, Fabric",(CO₂e ONLY) ,Other,1560,6.78
2565,Miscellaneous : Damp Proof Course/Membrane,(CO₂e ONLY)  (ASSUMED DESNISTY FROM GENERIC PLASTIC),Other,1200,4.2
2566,Miscellaneous : Felt General,"No GWP data, embodied energy only",Other,0,0
2567,Miscellaneous : Flax,(CO₂e ONLY) ,Other,1300,1.7
2568,Miscellaneous : Fly Ash,No allocation from fly ash producing system.,Other,1500,0.008
2569,Miscellaneous : Grit,(CO₂e ONLY) ,Other,2650,0.007
2570,Miscellaneous : Ground Limestone,(CO₂e ONLY) ,Other,2711,0.032
2571,Miscellaneous : Carpet Grout,Ref. 169.,Other,0,0
2572,Miscellaneous : Glass Reinforced Plastic - GRP - Fibreglass,(CO₂e ONLY) ,Other,2500,8.1
2573,Miscellaneous : Lithium,(CO₂e ONLY) ,Other,534,5.3
2574,Miscellaneous : Mandolite,(CO₂e ONLY) ,Other,390,1.4
2575,Miscellaneous : Mineral Fibre Tile (Roofing),(CO₂e ONLY) ,Other,300,2.7
2576,Miscellaneous : Manganese,(CO₂e ONLY) ,Other,7430,3.5
2577,Miscellaneous : Mercury,(CO₂e ONLY) ,Other,13593,4.94
2578,Miscellaneous : Molybedenum,(CO₂e ONLY) ,Other,10280,30.3
2579,Miscellaneous : Nickel,(CO₂e ONLY) ,Other,8908,12.4
2580,Miscellaneous : Perlite - Expanded,(CO₂e ONLY) ,Other,150,0.52
2581,Miscellaneous : Perlite - Natural,(CO₂e ONLY) ,Other,1100,0.03
2582,Miscellaneous : Quartz powder,(CO₂e ONLY) ,Other,2650,0.023
2583,Miscellaneous : Shingle,(CO₂e ONLY) ,Other,1788,0.3
2584,Miscellaneous : Silicon,Ref. 167.,Other,2320,0
2585,Miscellaneous : Slag (GGBS),"Ground Granulated Blast Furnace Slag (GGBS), economic allocation.",Other,1040,0.083
2586,Miscellaneous : Silver,(CO₂e ONLY) ,Other,10500,6.31
2587,Miscellaneous : Straw,(CO₂e ONLY) ,Other,100,0.01
2588,Miscellaneous : Terrazzo Tiles,(CO₂e ONLY) ,Other,2100,0.118
2589,Miscellaneous : Vanadium,(CO₂e ONLY) ,Other,6100,228
2590,Miscellaneous : Vermiculite - Expanded,(CO₂e ONLY) ,Other,64,0.52
2591,Miscellaneous : Vermiculite - Natural,(CO₂e ONLY) ,Other,160,0.032
2592,Miscellaneous : Vicuclad,Ref. 1.,Other,405,0
2593,Miscellaneous : Water,(CO₂e ONLY) ,Other,997,0.0008
2594,Miscellaneous : Wax,Ref. 169.,Other,900,0
2595,Miscellaneous : Wood stain/Varnish,(CO₂e ONLY)  (ASSUMED DESNISTY ),Other,1500,5.35
2596,Miscellaneous : Yttrium,(CO₂e ONLY) ,Other,4500,84
2597,Miscellaneous : Zirconium,(CO₂e ONLY) ,Other,6490,97.2
2598,Paint : General,"(ASSUMED DESNISTY ) Large variations in data, especially for embodied carbon. Includes feedstock energy. Water based paints have a 70% market share.  Water based paint has a lower embodied energy than solvent based paint.",Other,1500,2.91
2599,Paint : EXAMPLE: Single Coat,(ASSUMED DESNISTY ) Assuming 6.66 Sqm Coverage per kg,Other,1500,0.436936937
2600,Paint : EXAMPLE: Double Coat,(ASSUMED DESNISTY ) Assuming 3.33 Sqm Coverage per kg,Other,1500,0.873873874
2601,Paint : EXAMPLE: Triple Coat,(ASSUMED DESNISTY ) Assuming 2.22 Sqm Coverage per kg,Other,1500,1.310810811
2602,Paint : Waterborne Paint,(ASSUMED DESNISTY ) Waterborne paint has a 70% of market share. Includes feedstock energy. ,Other,1500,2.54
2603,Paint : Solventborne Paint,(ASSUMED DESNISTY ) Solventborne paint has a 30% share of the market. Includes feedstock energy.  It was  difficult to estimate carbon emissions for Solventborne paint.,Other,1500,3.76
2604,Paper :  Paperboard (General for construction use),"( CO₂e Only) Excluding calorific value (CV) of wood, excludes carbon sequestration/biogenic carbon storage.",Other,1201,1.29
2605,Paper : Fine Paper,"( CO₂e Only) Excluding CV of wood, excludes carbon sequestration",Other,1201,1.49
2606,Paper : Wallpaper,( CO₂e Only),Other,1201,1.93
2607,Plaster : General (Gypsum),"Problems selecting good value, inconsistent figures, West et al believe this is because of past aggregation of EE with cement",Other,2960,0.13
2608,Plaster : Plasterboard,"See Ref [WRAP] for further info on GWP data, including disposal impacts which are significant for Plasterboard.",Other,640,0.39
2609,Plastics : General,(ASSUMED DENSITY) 35.6 MJ/kg Feedstock Energy  (Included). Determined by the average use of each type of plastic used in the European construction industry.,Plastic,1200,3.31
2610,Plastics : ABS,48.6 MJ/kg Feedstock Energy  (Included),Plastic,1060,3.76
2611,Plastics : General Polyethylene,54.4 MJ/kg Feedstock Energy  (Included). Based on average consumption of types of polyethylene in European construction,Plastic,925,2.54
2612,Plastics : High Density Polyethylene (HDPE) Resin,54.3 MJ/kg Feedstock Energy  (Included). Doesn’t include the final fabrication.,Plastic,970,1.93
2613,Plastics : HDPE Pipe,55.1 MJ/kg Feedstock Energy  (Included),Plastic,970,2.52
2614,Plastics : Low Density Polyethylene (LDPE) Resin,51.6 MJ/kg Feedstock Energy  (Included). Doesn't include the final fabrication,Plastic,917,2.08
2615,Plastics : LDPE Film,55.2 MJ/kg Feedstock Energy (Included),Plastic,910,2.6
2616,Plastics : Nylon (Polyamide) 6 Polymer,"38.6 MJ/kg Feedstock Energy  (Included). Doesn’t include final fabrication. Plastics Europe state that two thirds of nylon is used as fibres (textiles, carpets…etc) in Europe and that most of the remainder as injection mouldings. Dinitrogen monoxide and methane emissions are very significant contributors to GWP.",Plastic,1170,9.14
2617,"Plastics : Nylon (polyamide) 6,6 Polymer",50.7 MJ/kg Feedstock Energy  (Included). Doesn’t include final fabrication (i.e. injection moulding). See comments for Nylon 6 polymer.,Plastic,1150,7.92
2618,Plastics : Polycarbonate,36.7 MJ/kg Feedstock Energy  (Included). Doesn’t include final fabrication.,Plastic,1220,7.62
2619,"Plastics : Polypropylene, Orientated Film",55.7 MJ/kg Feedstock Energy  (Included).,Plastic,946,3.43
2620,"Plastics : Polypropylene, Injection Moulding","54 MJ/kg Feedstock Energy  (Included). If biomass benefits are included the CO₂e may reduce to 3.85 kgCO₂/kg, and GWP down to 4.41 kg CO₂e/kg.",Plastic,946,4.49
2621,Plastics : Expanded Polystyrene,46.2 MJ/kg Feedstock Energy  (Included),Plastic,32,3.29
2622,Plastics : General Purpose Polystyrene,46.3 MJ/kg Feedstock Energy  (Included),Plastic,32,3.43
2623,Plastics : High Impact Polystyrene,46.4 MJ/kg Feedstock Energy  (Included),Plastic,32,3.42
2624,Plastics : Thermoformed Expanded Polystyrene,49.7 MJ/kg Feedstock Energy  (Included),Plastic,32,4.39
2625,Plastics : Polyurethane Flexible Foam,33.47 MJ/kg Feedstock Energy  (Included). Poor data availability for feedstock energy,Plastic,48,4.84
2626,Plastics : Polyurethane Rigid Foam,37.07 MJ/kg Feedstock Energy  (Included). Poor data availability for feedstock energy,Plastic,100,4.26
2627,Plastics : PVC General,28.1 MJ/kg Feedstock Energy  (Included). Based on market average consumption of types of PVC in the European construction industry,Plastic,1380,3.1
2628,Plastics : PVC Pipe,"24.4 MJ/kg Feedstock Energy  (Included). If biomass benefits are included the CO₂e may reduce to 2.51 kgCO₂/kg, and GWP down to 3.23 kg CO₂e/kg.",Plastic,1380,3.23
2629,Plastics : Calendered Sheet PVC,"24.4 MJ/kg Feedstock Energy  (Included). If biomass benefits are included the CO₂e may reduce to 2.56 kgCO₂/kg, and GWP down to 3.15 kg CO₂e/kg.",Plastic,1380,3.19
2630,Plastics : PVC Injection Moulding,"35.1 MJ/kg Feedstock Energy  (Included). If biomass benefits are included the CO₂e may reduce to 2.23 kgCO₂/kg, and GWP down to 2.84 kg CO₂e/kg.",Plastic,1380,3.3
2631,Plastics : UPVC Film,25.3 MJ/kg Feedstock Energy  (Included),Plastic,1430,3.16
2632,Rubber : General,40 MJ/kg Feedstock Energy  (Included),Other,1522,2.85
2633,Sealants and Adhesives : Epoxide Resin,( CO₂e Only) 42.6 MJ/kg Feedstock Energy  (Included). Source: www.plasticseurope.org ,Other,1400,5.7
2634,Sealants and Adhesives : Mastic Sealant,0,Other,1074,0
2635,Sealants and Adhesives : Melamine Resin,( CO₂e Only) Feedstock energy 18 MJ/kg - estimated from Ref 34.,Other,1573,4.19
2636,Sealants and Adhesives : Phenol Formaldehyde,( CO₂e Only) Feedstock energy 32 MJ/kg - estimated from Ref 34.,Other,1210,2.98
2637,Sealants and Adhesives : Urea Formaldehyde,( CO₂e Only) Feedstock energy 18 MJ/kg - estimated from Ref 34.,Other,1200,2.76
2638,Soil : General (Rammed Soil),0,Aggregates and Sand,1800,0.024
2639,Soil : Cement stabilised soil @ 5%,Assumed 5% cement content.,Aggregates and Sand,1980,0.061
2640,Soil : Cement stabilised soil @ 8%,Assumed 8% stabiliser content (6% cement and 2% lime).,Aggregates and Sand,2000,0.084
2641,Soil : GGBS stabilised soil,Assumed 8% stabiliser content (8% GGBS and 2% lime).,Aggregates and Sand,2300,0.047
2642,Soil : Fly ash stabilised soil,Assumed 10% stabiliser content (8% fly ash and 2% lime).,Aggregates and Sand,1600,0.041
2643,"Steel : Steel, UO Pipe","World average steel. UO pipe is usually large in diameter and produced one piece at a time by forming plates. The plate is first pressed into a U shape by the U-press, and then into an O shape by the O-press. Because relatively thick material is used for making UO pipes, submerged arc welding is used for joining. UO pipe is mainly used as line pipe for transporting petroleum and natural gas in large quantity over long distances. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP. At an EOL recovery rate of 85%. Module D impact of -1.35 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.67 kg CO₂e per kg.",Steel,7850,3.02
2644,"Steel : Steel, Tin-free Electrolytic Chrome Coated Steel Sheet - Tin-free (ECCS)","World average steel. Also known as Electrolytic Chrome Coated Steel (ECCS). Obtained by electro plating a thin finished cold rolled coil with a thin layer of chrome. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. ECCS is used primarily in food cans, industrial packaging (e.g. small drums). Typical thickness between 0.13 - 0.49 mm. Typical width between 600 - 1100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP. At an EOL recovery rate of 85%. Module D impact of -1.33 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.56 kg CO₂e per kg.",Steel,7850,2.89
2645,"Steel : Steel, electrogalvanized steel","World average steel. Obtained by electro plating finished cold rolled steel with a thin layer of zinc or zinc-nickel to provide corrosion resistance. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. Hot Dip Galvanized Steel features excellent forming properties, paintability, weldability, and is suitable for fabrication by forming, pressing and bending. Applications include domestic applications, building applications (e.g. wall elements, roofing applications), automotive applications (e.g. body in white for vehicles underbody auto parts), lighting fixtures, drums and various kinds of sections applications, profiled sheets, etc. Typical thickness between 0.3 - 3 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP. Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.41 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.62 kg CO₂e per kg.",Steel,7850,3.03
2646,"Steel : Steel, welded pipe","World average steel. A flat plate steel coil that is bended and welded into a tube. It can be found on the market for final use. A heavy-wall pipe is technically used to transport fluids (e.g. oil, gases, water, chemicals). System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.31 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.47 kg CO₂e per kg.",Steel,7850,2.78
2647,"Steel : Steel, Organic coated sheet","World average steel. Obtained by coating a steel substrate with organic layers such as paint or laminated film. The substrate is mainly hot dip galvanized coil but may also be electrogalvanized coil, finished cold rolled coil or tin-free steel. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. Organic coated Steel is use in all activity sectors like construction (roof, wall and ceiling claddings, lighting, radiators etc), general industry (e.g. office furniture, heating, ventilating, air conditioning), domestic appliances (refrigerators, washing machines, small kitchen appliances, computer casings, VCR & DVD casings, etc) and packaging. Typical thickness between 0.15 - 1.5 mm. Typical width between 600 - 1300 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.27 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.79 kg CO₂e per kg.",Steel,7850,3.06
2648,"Steel : Steel, Tinplate","World average steel. Obtained by electro plating a thin finished cold rolled coil with a thin layer of tin. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. Tin plated steel is used primarily in food cans, industrial packaging (e.g. small drums) Typical thickness between 0.13 - 0.49 mm. Typical width between 600 - 1100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.36 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.49 kg CO₂e per kg.",Steel,7850,2.85
2649,"Steel : Steel, finished cold-rolled coil","World average steel. Obtained by heat treatment (annealing) and strain-hardening of cold rolled steel in a way to achieve final mechanical properties making the steel suitable for further uses (forming and bending). Finished Cold Rolled Steel includes a wide range of different steels which can be classified into the following main groups: formable steels, high strength formable steels, weathering structural steels, structural steels, hardenable steels. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. Finished Cold-rolled Steel features excellent forming properties, electromagnetic properties, paintability, weldability, and is suitable for fabrication by forming, pressing and bending. Applications include domestic applications, automotive applications, lighting fixtures, electrical components (stators, rotors) and various kinds of sections roofing applications, profiled sheets, wall elements, etc. Typical thickness between 0.3 - 3 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.34 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.39 kg CO₂e per kg.",Steel,7850,2.73
2650,"Steel : Steel, hot-dip galvanized steel","World average steel. Obtained by passing cold rolled coil through a molten zinc bath, in order to coat the steel with a thin layer of zinc to provide corrosion resistance. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. Hot Dip Galvanized Steel features excellent forming properties, paintability, weldability, and is suitable for fabrication by forming, pressing and bending. Applications include domestic applications, building applications (e.g. wall elements, roofing applications), automotive applications (e.g. body in white for vehicles underbody auto parts), lighting fixtures, drums and various kinds of sections applications, profiled sheets, etc. Typical thickness between 0.3 - 3 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.32 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.44 kg CO₂e per kg.",Steel,7850,2.76
2651,"Steel : Steel, Plate","World average steel. A flat steel sheet rolled on a hot rolling mill. It can be found on the market in sheets and is further processed into finished products by the manufacturers. Heavy plate is used in a large number of sectors: structural steels, shipbuilding, pipes, pressure vessels, boilers, heavy metal structures, offshore structures etc. Typical thickness between 2 to 20 mm. The maximum width is 1860 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.16 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.3 kg CO₂e per kg.",Steel,7850,2.46
2652,"Steel : steel, Cold Rolled Coil","World average steel. Obtained by a further thickness reduction of a pickled hot rolled coil. This step is achieved at low temperature in a cold-reduction mill. It can be found on the market in coil, but requires a further heating process before being manufactured into finished products. The various types of cold rolled steel are used as primary material for finished cold rolled coils & coated coils. Typical thickness between 0.15 - 3 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.27 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.26 kg CO₂e per kg.",Steel,7850,2.53
2653,"Steel : Steel, pickled hot-rolled coil","World average steel. Hot rolled steel from which the iron oxides present at the surface have been removed in a pickling process. It can be found on the market in coil or in sheets and is further processed into finished products by the manufacturers. The various types of pickled hot rolled steel have applications in virtually all sectors of industry: transport, construction, shipbuilding, gas containers, pressure vessels, energy pipelines, etc. Typical thickness between 2 - 7 mm. Typical width between 600 - 2100 mm. System expansion was used on the steel, e.g. for blast furnace slag and other co-products. The influence of system expansion to the GWP for steel products is 3 to 7% lower GWP.  Contact Worldsteel for more information. At an EOL recovery rate of 85%. Module D impact of -1.26 kg CO₂e per kg ('-' magnitude is a benefit, '+' magnitude a burden). This gives a net life cycle inc Mod D, of 1.16 kg CO₂e per kg.",Steel,7850,2.42
